minute,red_triage_time,red_idle_time,red_transport_time,red_walking_time,red_functional_delay,green_idle_time,green_transport_time,green_walking_time,green_functional_delay,blue_hammer_time,blue_idle_time,blue_transport_time,blue_walking_time,blue_functional_delay,concurrent_activity_time,concurrent_idle_time,red_score,green_score,blue_score,total_score,saved_type_A_victim,saved_type_B_victim,saved_type_C_victim,Trial_number,Team_number
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000793,TM000297
2,5115,8721,1956,44208,0,18695,0,41305,0,1749,5546,0,52705,0,34551,4318,0,0,0,0,0,0,0,T000793,TM000297
3,6883,6872,10303,35942,12066,22279,0,37721,0,1900,10238,11950,35912,0,20693,1026,0,0,0,0,0,0,0,T000793,TM000297
4,2999,5948,3005,48048,19784,25516,0,34484,0,5351,-1511,0,56160,0,28061,0,0,0,0,0,0,0,0,T000793,TM000297
5,3001,8336,4701,43962,7228,2559,38035,19406,0,8952,8486,0,42562,0,33467,1639,0,20,0,20,1,1,0,T000793,TM000297
6,6003,17786,17462,18749,18118,10436,32816,16748,0,0,10149,0,49851,0,26367,1024,0,0,0,0,0,0,0,T000793,TM000297
7,6051,5585,18234,30130,0,18006,10740,31254,0,2594,17602,0,39804,0,24207,2354,50,100,0,150,0,0,3,T000793,TM000297
8,7819,6460,12852,32869,3002,19025,0,40975,0,1917,13103,6349,38631,0,23807,3573,0,0,0,0,0,0,0,T000793,TM000297
9,7433,6855,23868,21844,0,18566,0,41434,0,15524,9016,18752,16708,0,12280,2692,0,0,0,0,0,0,0,T000793,TM000297
10,9000,3238,15516,32246,5372,17531,17206,25263,0,4458,10917,9700,34925,0,20624,3567,0,60,0,60,0,1,1,T000793,TM000297
11,2999,3564,2637,50800,5740,10043,24426,25531,0,3549,11948,12003,32500,0,29550,919,10,80,0,90,1,3,1,T000793,TM000297
12,9002,2779,13358,34861,0,2301,46798,10901,0,0,7963,29801,22236,0,32440,0,0,150,0,150,0,0,3,T000793,TM000297
13,3000,6837,2565,47598,16235,4303,32277,23420,0,7305,-225,0,52920,0,37833,204,0,150,0,150,0,0,3,T000793,TM000297
14,3000,12284,28006,16710,17433,1844,46756,11400,0,851,4884,0,54265,0,36263,1640,0,10,0,10,2,0,0,T000793,TM000297
15,0,3099,835,56066,0,4501,28957,26542,0,10961,2005,0,47034,0,38106,307,0,110,0,110,0,1,2,T000793,TM000297
16,5999,1480,10905,41616,0,4134,23702,32164,0,3534,5580,26906,23980,0,40718,0,10,10,10,30,2,1,0,T000793,TM000297
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000717,TM000259
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000717,TM000259
2,0,12289,0,47711,0,17381,0,42619,0,0,13231,0,46769,0,33247,5908,0,0,0,0,0,0,0,T000717,TM000259
3,8997,9874,18366,22763,0,14103,9500,36397,0,2703,17268,4200,35829,0,22742,3374,10,0,0,10,0,1,0,T000717,TM000259
4,6046,16450,8706,28798,0,1537,14575,43888,0,0,11650,0,48350,0,30758,204,10,0,0,10,0,1,0,T000717,TM000259
5,0,9840,0,50160,0,5118,21877,33005,0,8053,-553,0,52500,0,40208,204,0,20,0,20,2,0,0,T000717,TM000259
6,5949,3640,36952,13459,0,10834,10652,38514,0,1802,8737,27100,22361,0,37217,4295,50,0,0,50,0,0,1,T000717,TM000259
7,6001,7077,24580,22342,4769,22944,0,37056,0,950,14471,5001,39578,0,21025,820,50,0,0,50,0,0,1,T000717,TM000259
8,6000,3389,24821,25790,4252,11378,5700,42922,0,628,-340,0,59712,0,41795,0,60,0,0,60,0,1,1,T000717,TM000259
9,3001,11516,23502,21981,0,7292,25803,26905,0,9349,9776,2702,38173,0,28172,1650,0,0,0,0,0,0,0,T000717,TM000259
10,3000,10180,16958,29862,6016,24204,0,35796,0,7171,15348,3852,33629,0,13084,1123,150,0,0,150,0,0,3,T000717,TM000259
11,2999,2120,19176,35705,0,27506,0,32494,0,2751,3273,0,53976,0,27803,619,10,0,0,10,0,1,0,T000717,TM000259
12,3000,10176,9504,37320,0,2364,30727,26909,0,900,20,0,59080,0,22094,305,10,0,0,10,0,1,0,T000717,TM000259
13,5800,10629,13984,29587,7075,17391,5823,36786,0,8202,19436,6703,25659,0,16676,3087,10,0,0,10,1,1,0,T000717,TM000259
14,3048,1149,20578,35225,0,11216,3901,44883,0,6299,3404,0,50297,0,35908,101,60,0,0,60,2,0,1,T000717,TM000259
15,2999,8968,17127,30906,14019,15002,16102,28896,0,1702,9220,11453,37625,0,29374,915,0,0,0,0,1,0,0,T000717,TM000259
16,12050,5838,10834,31278,0,1224,24151,34625,0,1948,6525,0,51527,0,31073,102,70,10,0,80,1,1,1,T000717,TM000259
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000811,TM000306
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000811,TM000306
2,0,22941,0,37059,0,27792,0,32208,0,4245,16880,0,38875,0,18872,9712,0,0,0,0,0,0,0,T000811,TM000306
3,5999,7345,37908,8748,0,42995,0,17005,0,850,27474,20265,11411,0,2508,16516,50,0,10,60,0,1,1,T000811,TM000306
4,2998,13154,14854,28994,10452,37323,0,22677,0,0,31735,0,28265,0,9062,5727,50,0,0,50,0,0,1,T000811,TM000306
5,3000,10837,19207,26956,14307,18200,7222,34578,0,0,30952,0,29048,0,16965,1833,50,0,0,50,0,0,1,T000811,TM000306
6,6000,11909,14853,27238,19739,11558,6093,42349,0,2851,25126,10101,21922,0,16664,2643,50,0,0,50,0,0,1,T000811,TM000306
7,5949,10740,24214,19097,0,25657,10852,23491,0,0,29987,13252,16761,0,9107,8340,0,0,10,10,1,0,0,T000811,TM000306
8,3000,9615,7238,40147,0,38172,0,21828,0,0,19508,21403,19089,0,7680,4492,10,0,10,20,1,1,0,T000811,TM000306
9,3000,19052,13267,24681,6240,29160,0,30840,0,5599,21106,11602,21693,0,10237,9490,0,0,0,0,0,0,0,T000811,TM000306
10,0,4197,43635,12168,0,27237,0,32763,0,2248,19157,21822,16773,0,16880,2763,0,0,10,10,1,0,0,T000811,TM000306
11,216,10063,1001,48720,0,17821,0,42179,0,12450,24240,0,23310,0,7863,104,0,0,0,0,0,0,0,T000811,TM000306
12,5784,7819,32403,13994,0,22602,0,37398,0,12664,25830,0,21506,0,14860,6124,20,0,0,20,1,1,0,T000811,TM000306
13,0,5544,0,54456,0,18010,0,41990,0,4586,31387,5403,18624,0,13292,2366,0,0,50,50,0,0,1,T000811,TM000306
14,6001,22240,7816,23943,8930,27211,0,32789,0,5450,25606,0,28944,0,10221,11160,0,0,0,0,0,0,0,T000811,TM000306
15,0,49204,8402,2394,0,2697,55916,1387,0,0,38310,0,21690,0,1137,15585,0,0,0,0,0,0,0,T000811,TM000306
16,0,6928,41491,11581,0,2655,49587,7758,0,5148,30489,0,24363,0,8910,4180,10,50,0,60,0,1,1,T000811,TM000306
0,0,60000,0,0,0,49478,0,10522,0,0,46401,0,13599,0,0,39664,0,0,0,0,0,0,0,T000733,TM000267
1,0,59489,0,511,0,56125,0,3875,0,0,60000,0,0,0,0,55614,0,0,0,0,0,0,0,T000733,TM000267
2,0,9628,0,50372,0,18491,0,41509,0,0,5034,0,54966,0,36707,3301,0,0,0,0,0,0,0,T000733,TM000267
3,5999,12692,19603,21706,11398,10781,29010,20209,0,5398,2779,0,51823,0,27337,1226,10,50,0,60,1,0,1,T000733,TM000267
4,6039,1804,33855,18302,0,1889,22605,35506,0,900,7645,0,51455,0,35554,102,10,10,0,20,1,1,0,T000733,TM000267
5,6011,2607,31355,20027,0,22906,6338,30756,0,1699,24485,0,33816,0,16824,2362,10,0,0,10,1,0,0,T000733,TM000267
6,6001,17012,11153,25834,8167,3981,22365,33654,0,850,18343,0,40807,0,27200,1941,0,50,0,50,0,1,1,T000733,TM000267
7,2900,15013,26039,16048,0,14616,0,45384,0,850,25634,7414,26102,0,16323,2249,10,0,0,10,1,0,0,T000733,TM000267
8,2038,29849,6116,21997,36706,9181,3552,47267,0,2848,7374,0,49778,0,18209,717,50,0,0,50,0,0,1,T000733,TM000267
9,3962,29964,24303,1771,28911,13809,0,46191,0,2649,19309,1901,36141,0,7573,3059,0,0,0,0,0,0,0,T000733,TM000267
10,3002,7070,12107,37821,2035,6328,8253,45419,0,15952,4882,0,39166,0,27751,406,20,50,0,70,0,2,1,T000733,TM000267
11,9002,28550,0,22448,1912,4492,36854,18654,0,851,4284,0,54865,0,18754,2665,0,50,0,50,0,0,1,T000733,TM000267
12,3001,35534,0,21465,44295,12680,0,47320,0,3300,4355,0,52345,0,14919,713,0,0,0,0,0,0,0,T000733,TM000267
13,3001,7682,26955,22362,3961,8567,10202,41231,0,1702,8504,23501,26293,0,33462,407,60,10,10,80,1,2,1,T000733,TM000267
14,6048,21030,0,32922,3929,17048,3388,39564,0,1600,4735,0,53665,0,23628,2456,0,0,0,0,0,0,0,T000733,TM000267
15,3051,13718,6904,36327,9599,4558,25865,29577,0,800,9234,0,49966,0,32884,510,10,100,0,110,1,0,2,T000733,TM000267
16,6001,10824,7688,35487,0,7976,15936,36088,0,2651,22277,0,35072,0,28219,3079,0,0,0,0,0,0,0,T000733,TM000267
0,0,60000,0,0,0,44799,0,15201,0,0,57544,0,2456,0,0,43472,0,0,0,0,0,0,0,T000740,TM000270
1,0,60000,0,0,0,47630,0,12370,0,0,60000,0,0,0,0,47630,0,0,0,0,0,0,0,T000740,TM000270
2,6002,9546,6003,38449,0,11350,0,48650,0,4458,8889,0,46653,0,34043,3973,0,0,0,0,0,0,0,T000740,TM000270
3,6052,13118,13703,27127,0,4534,27960,27506,0,3851,30175,0,25974,0,14700,102,0,10,0,10,1,0,0,T000740,TM000270
4,9150,12400,4452,33998,529,7877,22653,29470,0,3799,29060,0,27141,0,17639,2852,0,50,0,50,0,0,1,T000740,TM000270
5,6050,18476,6353,29121,11532,1971,31571,26458,0,5718,22301,0,31981,0,19823,515,0,50,0,50,0,0,1,T000740,TM000270
6,2999,11118,12146,33737,0,1428,36153,22419,0,7180,24391,0,28429,0,21561,101,20,110,0,130,1,2,2,T000740,TM000270
7,0,17055,22705,20240,19109,5934,0,54066,0,6202,26665,0,27133,0,14122,818,50,0,0,50,0,0,1,T000740,TM000270
8,10848,13067,7521,28564,14484,5020,14119,40861,0,3054,19361,0,37585,0,23265,1840,0,50,0,50,0,0,1,T000740,TM000270
9,6000,14883,12986,26131,0,1633,21294,37073,0,850,32154,0,26996,0,18111,713,0,70,0,70,0,2,1,T000740,TM000270
10,4018,16533,0,39449,0,5305,14155,40540,0,4350,20187,0,35463,0,24677,1943,0,10,0,10,1,0,0,T000740,TM000270
11,1982,15352,5001,37665,7939,7124,32261,20615,0,2599,19784,0,37617,0,24467,2142,0,20,0,20,1,1,0,T000740,TM000270
12,12000,15210,14250,18540,5832,4216,24758,31026,0,5848,23453,0,30699,0,16172,1739,0,110,0,110,0,1,2,T000740,TM000270
13,6000,12295,3254,38451,0,7964,3859,48177,0,0,19231,0,40769,0,23911,512,0,10,0,10,0,1,0,T000740,TM000270
14,8998,16631,11906,22465,9644,308,34872,24820,0,6103,27741,0,26156,0,15710,205,0,60,0,60,0,1,1,T000740,TM000270
15,0,14377,8254,37369,8241,1833,21350,36817,0,0,28464,0,31536,0,25214,916,10,0,0,10,1,0,1,T000740,TM000270
16,2999,10791,3101,43109,6983,234,26890,32876,0,851,9598,0,49551,0,42414,104,0,60,0,60,1,0,1,T000740,TM000270
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000651,TM000226
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000651,TM000226
2,0,17713,0,42287,0,22059,0,37941,0,848,7684,0,51468,0,29182,6293,0,0,0,0,0,0,0,T000651,TM000226
3,6000,15706,0,38294,0,18209,10383,31408,0,1799,12499,15730,29972,0,17617,313,0,0,0,0,0,0,0,T000651,TM000226
4,6000,15784,0,38216,0,8020,23411,28569,0,0,9865,13230,36905,0,28717,103,0,100,50,150,0,0,3,T000651,TM000226
5,0,13703,19517,26780,0,14277,12176,33547,0,0,22475,0,37525,0,21677,1362,50,0,0,50,0,0,1,T000651,TM000226
6,8999,7097,7951,35953,0,8662,29249,22089,0,951,22582,0,36467,0,15599,2374,0,0,0,0,0,0,0,T000651,TM000226
7,3001,8732,13996,34271,0,10084,18228,31688,0,853,14016,11754,33377,0,25344,524,0,20,50,70,1,1,1,T000651,TM000226
8,5998,21780,15582,16640,0,32615,19606,7779,0,1698,17991,1304,39007,0,5317,4582,0,10,10,20,1,1,0,T000651,TM000226
9,0,14732,18011,27257,0,22727,0,37273,0,1947,15989,10257,31807,0,15908,1547,0,0,0,0,0,0,0,T000651,TM000226
10,2999,20284,22374,14343,0,58940,0,1060,0,1800,11633,15156,31411,0,954,8520,10,0,0,10,1,1,0,T000651,TM000226
11,6000,9828,18433,25739,8058,34121,17501,8378,0,7454,3662,0,48884,0,13398,2752,0,10,0,10,0,1,0,T000651,TM000226
12,6001,22405,4068,27526,0,7180,17528,35292,0,4104,4807,6509,44580,0,21367,416,0,0,100,100,0,0,2,T000651,TM000226
13,3001,12559,14602,29838,0,10046,35279,14675,0,0,1385,23223,35392,0,28577,325,0,20,10,30,1,1,0,T000651,TM000226
14,6050,10596,4233,39121,0,16030,0,43970,0,0,9454,6883,43663,0,27543,739,0,0,0,0,0,0,0,T000651,TM000226
15,0,13811,26325,19864,0,8655,11927,39418,0,1752,12298,3919,42031,0,19440,222,0,10,0,10,1,0,0,T000651,TM000226
16,6099,12243,0,41658,0,8921,10601,40478,0,6136,15199,29157,9508,0,18878,444,0,50,0,50,0,0,1,T000651,TM000226
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000636,TM000218
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000636,TM000218
2,5998,5021,10050,38931,0,19344,0,40656,0,1753,4879,0,53368,0,34916,4299,10,0,0,10,0,1,0,T000636,TM000218
3,8999,9990,20052,20959,3654,18094,0,41906,0,4400,6209,0,49391,0,19048,1038,0,0,0,0,0,0,0,T000636,TM000218
4,0,15990,32406,11604,0,5137,33620,21243,0,951,6630,20158,32261,0,29638,837,0,50,0,50,0,0,1,T000636,TM000218
5,3000,5289,25338,26373,0,7827,19536,32637,0,1917,4070,3890,50123,0,34657,554,50,60,0,110,1,0,2,T000636,TM000218
6,5950,17612,17353,19085,14032,34788,1868,23344,0,8577,15356,0,36067,0,7515,6687,0,0,0,0,0,0,0,T000636,TM000218
7,3001,9884,17019,30096,8722,9385,28639,21976,0,851,1644,0,57505,0,33443,0,0,60,0,60,1,0,1,T000636,TM000218
8,3000,12061,15499,29440,0,20685,5066,34249,0,852,6852,7314,44982,0,23520,1552,10,0,0,10,0,1,0,T000636,TM000218
9,9000,5631,21752,23617,0,7785,15334,36881,0,3750,4396,5633,46221,0,29190,837,10,0,0,10,1,0,0,T000636,TM000218
10,5999,13406,20254,20341,0,8796,23604,27600,0,2598,5808,9247,42347,0,18151,0,10,60,0,70,1,1,1,T000636,TM000218
11,6001,12446,6468,35085,0,15556,21307,23137,0,0,2410,21454,36136,0,26408,0,0,60,0,60,1,0,1,T000636,TM000218
12,9002,7250,18709,25039,0,19447,16601,23952,0,4450,5093,6701,43756,0,20629,1457,20,0,0,20,1,1,0,T000636,TM000218
13,3000,11944,8036,37020,10540,8441,21072,30487,0,2652,18007,0,39341,0,28095,2762,20,20,0,40,0,4,0,T000636,TM000218
14,3000,12340,26153,18507,20481,9507,7134,43359,0,1101,8649,0,50250,0,28636,1,50,10,0,60,0,1,1,T000636,TM000218
15,0,23041,0,36959,0,16018,0,43982,0,3652,6515,6401,43432,0,23221,2905,0,0,0,0,0,0,0,T000636,TM000218
16,5950,14659,1904,37487,0,11642,14303,34055,0,2601,5812,0,51587,0,28269,1143,10,50,0,60,1,0,1,T000636,TM000218
0,0,48939,0,11061,0,57385,0,2615,0,0,42978,0,17022,0,462,34254,0,0,0,0,0,0,0,T000669,TM000235
1,0,43124,0,16876,0,46955,0,13045,0,0,39440,0,20560,0,2103,22147,0,0,0,0,0,0,0,T000669,TM000235
2,0,5702,0,54298,0,15599,0,44401,0,2650,4882,0,52468,0,40753,1610,0,0,0,0,0,0,0,T000669,TM000235
3,8901,16071,0,35028,19730,15231,19673,25096,0,6199,412,0,53389,0,23464,551,0,0,0,0,0,0,0,T000669,TM000235
4,5998,16431,402,37169,0,4564,29396,26040,0,4449,5566,0,49985,0,25678,3,0,50,0,50,0,1,1,T000669,TM000235
5,5997,22556,4053,27394,0,5227,34662,20111,0,3455,12879,9598,34068,0,21429,733,0,20,10,30,1,1,0,T000669,TM000235
6,6052,16905,2730,34313,0,7694,0,52306,0,849,17572,17205,24374,0,22416,416,0,0,50,50,0,0,1,T000669,TM000235
7,3000,22486,3779,30735,18042,4745,13713,41542,0,2700,10827,11154,35319,0,27166,1632,0,10,50,60,0,1,1,T000669,TM000235
8,3003,5150,18252,33595,0,12900,14443,32657,0,2050,11509,9333,37108,0,30214,736,0,60,0,60,1,0,1,T000669,TM000235
9,6000,12446,11101,30453,0,11910,16126,31964,0,1750,10824,0,47426,0,28974,1173,0,0,0,0,0,0,0,T000669,TM000235
10,9500,20358,11702,18440,5423,1562,35923,22515,0,1797,11366,8351,38486,0,20423,1558,0,10,0,10,1,0,0,T000669,TM000235
11,5999,15242,7300,31459,0,864,28035,31101,0,851,11556,0,47593,0,30142,0,0,0,0,0,0,0,0,T000669,TM000235
12,0,2433,43658,13909,0,2860,20103,37037,0,5600,1717,40288,12395,0,39539,3796,0,50,100,150,0,1,3,T000669,TM000235
13,0,10711,0,49289,0,16669,4246,39085,0,4444,3196,3229,49131,0,33149,2348,0,50,50,100,0,0,2,T000669,TM000235
14,0,19597,0,40403,0,16133,0,43867,0,1750,148,0,58102,0,27700,0,0,0,0,0,0,0,0,T000669,TM000235
15,3001,9965,0,47034,0,21544,0,38456,0,849,1705,0,57446,0,30233,103,0,0,0,0,0,0,0,T000669,TM000235
16,0,1423,44300,14277,0,19327,0,40673,0,850,3272,0,55878,0,39364,2,0,0,0,0,0,0,0,T000669,TM000235
0,0,60000,0,0,0,57739,0,2261,0,0,60000,0,0,0,0,57739,0,0,0,0,0,0,0,T000801,TM000301
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000801,TM000301
2,0,17982,0,42018,0,22911,0,37089,0,0,9808,0,50192,0,28315,5792,0,0,0,0,0,0,0,T000801,TM000301
3,5999,3043,30201,20757,0,9890,10561,39549,0,1750,18315,0,39935,0,29367,237,10,10,0,20,1,1,0,T000801,TM000301
4,3000,13983,4202,38815,0,22724,5075,32201,0,0,18326,0,41674,0,21730,4411,0,0,0,0,0,0,0,T000801,TM000301
5,6000,15378,5626,32996,10073,16973,7928,35099,0,0,6762,6001,47237,0,25541,1235,0,50,0,50,0,0,1,T000801,TM000301
6,3000,3474,18983,34543,0,18480,1373,40147,0,849,7651,9152,42348,0,30892,305,50,0,10,60,0,1,1,T000801,TM000301
7,6001,12790,11501,29708,0,8795,17778,33427,0,850,4386,14700,40064,0,29318,406,0,50,0,50,0,0,1,T000801,TM000301
8,6000,4378,21051,28571,0,5567,30910,23523,0,0,16366,0,43634,0,32758,0,10,70,0,80,2,1,1,T000801,TM000301
9,6000,2269,32903,18828,0,10107,1526,48367,0,2653,7277,5551,44519,0,31052,1435,0,0,0,0,0,0,0,T000801,TM000301
10,0,8283,26027,25690,0,728,55675,3597,0,0,2957,0,57043,0,40500,0,0,0,0,0,0,0,0,T000801,TM000301
11,0,9320,17877,32803,0,18246,0,41754,0,7953,537,2452,49058,0,28121,104,10,0,50,60,1,0,1,T000801,TM000301
12,6000,6939,22483,24578,0,35746,17101,7153,0,1751,310,0,57939,0,7362,940,10,0,0,10,1,0,0,T000801,TM000301
13,2999,8556,23384,25061,0,16080,26705,17215,0,2656,3487,0,53857,0,24021,1123,10,10,0,20,0,2,0,T000801,TM000301
14,12148,17308,8275,22269,0,11950,8852,39198,0,850,13612,18326,27212,0,15516,1634,0,10,0,10,0,1,0,T000801,TM000301
15,0,12603,275,47122,0,20213,5653,34134,0,1749,1739,19827,36685,0,30972,1135,0,10,50,60,0,1,1,T000801,TM000301
16,15148,4000,20456,20396,0,6761,26305,26934,0,851,14237,20302,24610,0,30194,925,50,100,0,150,0,0,3,T000801,TM000301
0,0,59056,0,944,0,60000,0,0,0,0,60000,0,0,0,0,59056,0,0,0,0,0,0,0,T000633,TM000217
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000633,TM000217
2,0,20010,0,39990,0,34766,0,25234,0,0,15098,0,44902,0,17828,7641,0,0,0,0,0,0,0,T000633,TM000217
3,2998,30707,4803,21492,7941,38114,2679,19207,0,0,32532,0,27468,0,6942,19164,0,0,0,0,0,0,0,T000633,TM000217
4,0,9754,0,50246,7284,7281,32832,19887,0,0,4183,0,55817,0,32042,1683,0,50,0,50,0,0,1,T000633,TM000217
5,6000,20000,4352,29648,25563,11083,15903,33014,0,2751,17573,1680,37996,0,21132,4600,0,50,0,50,0,0,1,T000633,TM000217
6,481,19561,8403,31555,0,11402,40680,7918,0,4137,14607,8122,33134,0,20729,554,0,0,0,0,0,1,0,T000633,TM000217
7,8521,13168,17256,21055,0,3329,56158,513,0,6819,11954,0,41227,0,18600,4545,0,0,0,0,0,0,0,T000633,TM000217
8,0,9772,14153,36075,0,2588,53536,3876,0,849,8775,0,50376,0,36063,0,50,50,0,100,0,0,2,T000633,TM000217
9,2999,8037,10810,38154,0,6605,30228,23167,0,3500,4570,0,51930,0,29435,1768,10,0,0,10,0,0,0,T000633,TM000217
10,0,16228,9400,34372,0,15122,6172,38706,0,4401,5739,0,49860,0,28103,1318,0,0,0,0,0,0,0,T000633,TM000217
11,6003,7447,7151,39399,0,11540,23805,24655,0,19700,13659,0,26641,0,14951,2239,0,60,0,60,0,1,1,T000633,TM000217
12,0,15642,0,44358,0,8766,4702,46532,0,8848,10919,0,40233,0,26946,1163,0,50,0,50,0,0,1,T000633,TM000217
13,0,14750,0,45250,0,22581,0,37419,0,0,8386,4903,46711,0,22700,519,0,0,0,0,0,0,0,T000633,TM000217
14,6199,9148,12745,31908,0,31656,0,28344,0,8004,11962,8953,31081,0,13146,3276,10,0,0,10,0,1,0,T000633,TM000217
15,11730,8825,5452,33993,9312,13545,9452,37003,0,3450,12416,0,44134,0,23816,2824,0,10,0,10,1,0,0,T000633,TM000217
16,3271,8054,4252,44423,0,11168,25905,22927,0,5353,1462,0,53185,0,34705,936,0,10,0,10,1,0,0,T000633,TM000217
0,0,59483,0,517,0,59279,0,721,0,0,59362,0,638,0,0,58231,0,0,0,0,0,0,0,T000715,TM000258
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000715,TM000258
2,5998,9769,0,44233,0,15221,0,44779,0,1694,12523,7283,38500,0,30518,4975,0,0,0,0,0,0,0,T000715,TM000258
3,6337,13114,0,40549,22234,10041,26953,23006,0,796,17010,6729,35465,0,20071,1349,0,10,10,20,1,1,0,T000715,TM000258
4,5662,4218,0,50120,0,5514,27789,26697,0,238,12631,17749,29382,0,30050,314,0,10,10,20,1,1,0,T000715,TM000258
5,6000,5823,5887,42290,0,1738,53268,4994,0,5868,8674,14803,30655,0,14455,914,0,50,10,60,0,1,1,T000715,TM000258
6,2999,4653,21618,30730,0,10828,13086,36086,0,0,8277,0,51723,0,38039,612,60,0,0,60,0,1,1,T000715,TM000258
7,3000,4432,0,52568,0,7042,5066,47892,0,8148,10926,0,40926,0,33248,382,0,10,0,10,1,0,0,T000715,TM000258
8,9000,8463,19040,23497,0,8259,23752,27989,0,2849,17320,13051,26780,0,22815,1394,0,10,0,10,1,0,0,T000715,TM000258
9,6001,7556,5102,41341,31529,3370,23700,32930,0,3847,9165,6287,40701,0,29790,919,0,0,0,0,0,0,0,T000715,TM000258
10,0,4141,1403,54456,0,3057,32395,24548,0,10006,15483,4214,30297,0,28500,407,10,20,0,30,2,1,0,T000715,TM000258
11,0,2495,14452,43053,0,18311,7415,34274,0,4450,14729,0,40821,0,25011,716,50,50,0,100,0,0,2,T000715,TM000258
12,3000,999,0,56001,3803,12307,0,47693,0,0,16298,29538,14164,0,27414,713,0,0,0,0,0,0,0,T000715,TM000258
13,6050,4432,20940,28578,6748,11379,0,48621,0,3990,13111,17519,25380,0,29765,1236,10,0,0,10,0,1,0,T000715,TM000258
14,6051,3792,12068,38089,8229,17461,14539,28000,0,4815,7051,3353,44781,0,24924,1425,50,50,50,150,0,0,3,T000715,TM000258
15,12000,7521,8049,32430,2764,2445,28055,29500,0,1801,21738,5801,30660,0,24959,1017,0,60,0,60,1,0,1,T000715,TM000258
16,6051,1905,17889,34155,16374,510,28170,31320,0,2752,5364,17252,34632,0,38828,409,0,150,10,160,0,1,3,T000715,TM000258
0,0,59491,0,509,0,60000,0,0,0,0,60000,0,0,0,0,59491,0,0,0,0,0,0,0,T000777,TM000289
1,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000777,TM000289
2,0,33890,24,26086,14214,20095,0,39905,0,3494,9090,0,47416,0,19987,6599,0,0,0,0,0,0,0,T000777,TM000289
3,5999,51141,378,2482,21822,9090,38790,12120,0,1698,251,0,58051,0,1759,1326,0,10,0,10,0,1,0,T000777,TM000289
4,3001,42358,0,14641,0,1735,45805,12460,0,4701,3394,0,51905,0,10117,712,0,50,0,50,1,0,1,T000777,TM000289
5,3001,35064,0,21935,726,10538,24779,24683,0,0,9049,0,50951,0,17500,3064,0,20,0,20,0,1,0,T000777,TM000289
6,3000,53620,0,3380,60000,11603,0,48397,0,1700,3175,23702,31423,0,1943,749,0,0,0,0,1,0,0,T000777,TM000289
7,6000,39636,11651,2713,19971,21521,13505,24974,0,1950,14870,1352,41828,0,3467,6435,0,60,0,60,0,1,1,T000777,TM000289
8,1029,28690,0,30281,11049,8047,13353,38600,0,2601,6571,0,50828,0,23859,510,0,10,0,10,0,0,0,T000777,TM000289
9,1971,42932,0,15097,9641,6594,47400,6006,0,2899,23704,6281,27116,0,7037,3361,0,0,0,0,0,0,0,T000777,TM000289
10,3001,29651,0,27348,1471,11804,22802,25394,0,15450,3835,13928,26787,0,16638,3559,0,50,50,100,0,0,2,T000777,TM000289
11,3001,24510,0,32489,0,13814,19652,26534,0,0,1123,0,58877,0,26050,0,0,50,0,50,0,0,1,T000777,TM000289
12,6000,36874,0,17126,0,8679,33551,17770,0,6950,1937,0,51113,0,14261,306,0,50,0,50,0,0,1,T000777,TM000289
13,0,29417,0,30583,0,5209,27101,27690,0,850,10153,0,48997,0,19323,1022,0,0,0,0,1,0,0,T000777,TM000289
14,9000,34051,10101,6848,0,8877,35030,16093,0,0,8943,25779,25278,0,6150,2856,0,50,0,50,0,0,1,T000777,TM000289
15,3000,34584,0,22416,7209,9924,19726,30350,0,4360,2696,5075,47869,0,21384,3078,0,100,50,150,0,0,3,T000777,TM000289
16,8229,37091,0,14680,6499,8835,29429,21736,0,8051,11897,11453,28599,0,12746,2968,0,0,10,10,1,0,0,T000777,TM000289
0,0,60000,0,0,0,60000,0,0,0,0,60000,0,0,0,0,60000,0,0,0,0,0,0,0,T000822,TM000311
