"","minute","time","trial","team","X","process_effort_s","process_skill_use_s","process_workload_burnt","comms_total_words","comms_equity","triage_count","team_score","elapsed_ms","team_score_agg","critic_victim","noncritic_victim","BLUE_anger","BLUE_marking_skill","BLUE_mission_knowledge","BLUE_role","BLUE_anxiety","BLUE_gaming_experience","BLUE_sbsod","BLUE_rmie","BLUE_walking_skill","BLUE_transporting_skill","RED_anger","RED_marking_skill","RED_mission_knowledge","RED_role","RED_anxiety","RED_gaming_experience","RED_sbsod","RED_rmie","RED_walking_skill","RED_transporting_skill","GREEN_anger","GREEN_marking_skill","GREEN_mission_knowledge","GREEN_role","GREEN_anxiety","GREEN_gaming_experience","GREEN_sbsod","GREEN_rmie","GREEN_walking_skill","GREEN_transporting_skill","team_marking_skill_sd","team_rmie_mean","team_transporting_skill_sd","team_anger_sd","team_gaming_experience_sd","team_walking_skill_mean","team_transporting_skill_mean","team_mission_knowledge_mean","team_rmie_sd","team_anger_mean","team_sbsod_mean","team_sbsod_sd","team_gaming_experience_mean","team_mission_knowledge_sd","team_anxiety_mean","team_anxiety_sd","team_walking_skill_sd","team_marking_skill_mean","Blue","Green","Red","time.1","filename","study","condition.id","condition.agent.name","map.order","red_triage_time","red_idle_time","red_transport_time","red_walking_time","red_functional_delay","green_idle_time","green_transport_time","green_walking_time","green_functional_delay","blue_hammer_time","blue_idle_time","blue_transport_time","blue_walking_time","blue_functional_delay","concurrent_activity_time","concurrent_idle_time","red_score","green_score","blue_score","total_score","saved_type_A_victim","saved_type_B_victim","saved_type_C_victim","Trial_number","Team_number","team_functional_delay","team_idle_time","mission","lagcomms","diffcomms","cumidle","cumactive","cumdelay","cumeffort","cumskilluse","cumstrategy"
"239",8,"00:08:00","T000623","TM000212",8,27.75,13.9166666666667,0.0057425,734.166666666667,68.35,0.333333333333333,60,533227,240,1,10,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:08:02.863000000","HSRData_TrialMessages_Trial-T000623_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",6001,4927,9449,39623,0,2613,30276,27111,0,0,2412,19104,38484,0,43074,0,0,50,10,60,1,0,1,"T000623","TM000212",0,9952,1,637.833333333333,96.3333333333331,5794,151246,40736,124.983333333333,67.01,0.035393
"240",9,"00:09:00","T000623","TM000212",9,25.05,10.8483333333333,0.0080445,814.666666666667,78,0.166666666666667,20,593541,260,0,20,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:09:03.308000000","HSRData_TrialMessages_Trial-T000623_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",2997,9890,17157,29956,10905,4191,12429,43380,0,0,10531,0,49469,0,37111,0,10,10,0,20,2,0,0,"T000623","TM000212",10905,24612,1,734.166666666667,80.5,5794,188357,51641,150.033333333333,77.8583333333333,0.0434375
"241",10,"00:10:00","T000623","TM000212",10,24.3166666666667,10.5716666666667,0.00505183333333333,886.5,85.5333333333333,0.333333333333333,10,653946,270,0,10,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:10:03.631000000","HSRData_TrialMessages_Trial-T000623_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",6050,16765,9422,27763,8526,431,17953,41616,0,3822,10361,9251,36566,0,27753,0,10,0,0,10,0,1,0,"T000623","TM000212",8526,27557,1,814.666666666667,71.8333333333335,5794,216110,60167,174.35,88.43,0.0484893333333333
"242",11,"00:11:00","T000623","TM000212",11,24.7,7.28166666666667,0.0052301,930.5,93.1333333333333,0.333333333333333,110,714344,380,2,10,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:11:03.981000000","HSRData_TrialMessages_Trial-T000623_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",6001,8491,11730,33778,0,3330,6453,50217,0,6121,10170,9102,34607,0,28074,103,50,10,50,110,0,1,2,"T000623","TM000212",0,21991,1,886.5,44,5897,244184,60167,199.05,95.7116666666667,0.0537194333333333
"243",12,"00:12:00","T000623","TM000212",12,25.6833333333333,10.26,0.0048575,1015.33333333333,115.833333333333,0.333333333333333,30,774698,410,0,30,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:12:04.374000000","HSRData_TrialMessages_Trial-T000623_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",6000,15145,11472,27383,0,1664,15221,43115,0,1000,12061,5741,41198,0,30780,0,0,20,0,20,1,1,0,"T000623","TM000212",0,28870,1,930.5,84.8333333333335,5897,274964,60167,224.733333333333,105.971666666667,0.0585769333333333
"244",13,"00:13:00","T000623","TM000212",13,24.6,8.631,0.00602483333333333,1100.5,134.5,0.333333333333333,50,835017,460,1,0,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:13:04.766000000","HSRData_TrialMessages_Trial-T000623_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",6651,7536,10105,35708,0,5122,4872,50006,0,5698,5631,0,48671,0,35345,5,60,0,0,60,0,1,1,"T000623","TM000212",0,18289,1,1015.33333333333,85.1666666666665,5902,310309,60167,249.333333333333,114.602666666667,0.0646017666666667
"245",14,"00:14:00","T000623","TM000212",14,26.9666666666667,10.1383333333333,0.00459266666666667,1137.5,138.666666666667,0,20,895435,480,0,20,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:14:05.096000000","HSRData_TrialMessages_Trial-T000623_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",0,8437,7280,44283,0,1778,19633,38589,0,1799,9636,0,48565,0,39514,208,0,20,0,20,1,1,0,"T000623","TM000212",0,19851,1,1100.5,37,6110,349823,60167,276.3,124.741,0.0691944333333333
"246",15,"00:15:00","T000623","TM000212",15,27.15,9.74166666666666,0.00704633333333333,1213.83333333333,145.166666666667,0.166666666666667,0,955850,480,0,0,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:15:05.440000000","HSRData_TrialMessages_Trial-T000623_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",2951,2670,0,54379,0,4680,0,55320,0,1100,6070,2273,50557,0,46485,525,0,0,0,0,0,0,0,"T000623","TM000212",0,13420,1,1137.5,76.3333333333333,6635,396308,60167,303.45,134.482666666667,0.0762407666666667
"247",16,"00:16:00","T000623","TM000212",16,26.04,18.64,0.010812,1309.8,164.2,0.6,100,1006032,580,2,0,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:16:05.867000000","HSRData_TrialMessages_Trial-T000623_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",9048,14104,19908,16940,0,2326,19007,38667,0,900,6552,26076,26472,0,24885,517,0,100,0,100,0,0,2,"T000623","TM000212",0,22982,1,1213.83333333333,95.9666666666667,7152,421193,60167,329.49,153.122666666667,0.0870527666666667
"248",4,"00:04:00","T000624","TM000212",4,26.5666666666667,11.8566666666667,0.00748166666666667,287.833333333333,93.7333333333334,0.166666666666667,60,291416,70,1,10,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:04:01.180000000","HSRData_TrialMessages_Trial-T000624_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",3400,7121,4967,44512,0,5018,17355,37627,0,1702,5028,4399,48871,0,42332,105,0,60,0,60,1,0,1,"T000624","TM000212",0,17167,2,236.166666666667,51.6666666666667,105,42332,0,26.5666666666667,11.8566666666667,0.00748166666666667
"249",5,"00:05:00","T000624","TM000212",5,25.4166666666667,13.1366666666667,0.0108366666666667,337.333333333333,111.166666666667,0.666666666666667,30,351692,100,0,30,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:05:01.446000000","HSRData_TrialMessages_Trial-T000624_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",12055,7522,9085,31338,0,1767,28006,30227,0,2547,10761,4810,41882,0,32481,108,0,30,0,30,1,2,0,"T000624","TM000212",0,20050,2,287.833333333333,49.5,213,74813,0,51.9833333333333,24.9933333333333,0.0183183333333333
"250",6,"00:06:00","T000624","TM000212",6,24.0166666666667,16.6016666666667,0.00571816666666667,377,128,0.666666666666667,50,411942,150,1,0,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:06:01.749000000","HSRData_TrialMessages_Trial-T000624_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",11999,18232,3302,26467,0,104,37324,22572,0,1801,11724,22070,24405,0,21680,0,0,50,0,50,1,0,1,"T000624","TM000212",0,30060,2,337.333333333333,39.6666666666667,213,96493,0,76,41.595,0.0240365
"251",7,"00:07:00","T000624","TM000212",7,24.6333333333333,11.6766666666667,0.00762516666666667,420.666666666667,142,0.5,60,472232,210,1,10,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:07:01.996000000","HSRData_TrialMessages_Trial-T000624_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",9050,10114,15352,25484,0,2793,22134,35073,0,849,11143,11232,36776,0,27727,104,0,60,0,60,0,0,1,"T000624","TM000212",0,24050,2,377,43.6666666666667,317,124220,0,100.633333333333,53.2716666666667,0.0316616666666667
"252",8,"00:08:00","T000624","TM000212",8,27.45,14.225,0.005097,484.666666666667,169.5,0,110,532517,320,2,10,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:08:02.248000000","HSRData_TrialMessages_Trial-T000624_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",0,9431,5551,45018,0,0,33674,26326,0,850,5537,3501,50112,0,41491,0,10,50,0,60,1,0,1,"T000624","TM000212",0,14968,2,420.666666666667,64,317,165711,0,128.083333333333,67.4966666666667,0.0367586666666667
"253",9,"00:09:00","T000624","TM000212",9,27.25,8.83833333333333,0.00513016666666667,512.833333333333,176.166666666667,0.333333333333333,70,592807,390,1,20,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:09:02.583000000","HSRData_TrialMessages_Trial-T000624_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",6001,8081,5151,40767,7512,2010,16985,41005,0,850,6679,9302,43169,0,37499,0,0,110,10,120,1,1,2,"T000624","TM000212",7512,16770,2,484.666666666667,28.1666666666666,317,203210,7512,155.333333333333,76.335,0.0418888333333333
"254",10,"00:10:00","T000624","TM000212",10,25.7,12.8,0.00277393333333333,522.833333333333,177.5,0.166666666666667,110,653206,500,2,10,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:10:02.839000000","HSRData_TrialMessages_Trial-T000624_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",3000,6214,28404,22382,8695,1910,32121,25969,0,3598,7968,0,48434,0,40292,1,50,50,0,100,0,0,2,"T000624","TM000212",8695,16092,2,512.833333333333,10,318,243502,16207,181.033333333333,89.135,0.0446627666666667
"255",11,"00:11:00","T000624","TM000212",11,26.1166666666667,6.78333333333333,0.007534,572.166666666667,191.5,0.333333333333333,0,713441,500,0,0,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:11:03.247000000","HSRData_TrialMessages_Trial-T000624_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",5999,6597,8399,39005,0,3636,1532,54832,0,0,5217,0,54783,0,39191,104,0,10,0,10,0,1,0,"T000624","TM000212",0,15450,2,522.833333333333,49.3333333333333,422,282693,16207,207.15,95.9183333333333,0.0521967666666667
"256",12,"00:12:00","T000624","TM000212",12,28.3833333333333,15.67,0.00358666666666667,645,213.666666666667,0,10,773774,510,0,10,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:12:03.490000000","HSRData_TrialMessages_Trial-T000624_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",0,621,43225,16154,0,8915,0,51085,0,1752,7891,0,50357,0,43204,0,10,0,0,10,1,1,0,"T000624","TM000212",0,17427,2,572.166666666667,72.8333333333334,422,325897,16207,235.533333333333,111.588333333333,0.0557834333333333
"257",13,"00:13:00","T000624","TM000212",13,24.5833333333333,5.70266666666667,0.00533766666666667,692.166666666667,228.333333333333,0.333333333333333,10,834056,520,0,10,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:13:03.804000000","HSRData_TrialMessages_Trial-T000624_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",3171,8031,10534,38264,0,3076,0,56924,0,1750,12805,10852,34593,0,36633,827,10,0,0,10,0,0,0,"T000624","TM000212",0,23912,2,645,47.1666666666665,1249,362530,16207,260.116666666667,117.291,0.0611211
"258",14,"00:14:00","T000624","TM000212",14,25.6666666666667,12.2666666666667,0.006755,728.666666666667,241,0.166666666666667,110,894371,630,2,10,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:14:04.126000000","HSRData_TrialMessages_Trial-T000624_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",5778,8915,4900,40407,0,2180,24056,33764,0,0,7273,0,52727,0,40207,0,0,110,0,110,1,0,2,"T000624","TM000212",0,18368,2,692.166666666667,36.5,1249,402737,16207,285.783333333333,129.557666666667,0.0678761
"259",15,"00:15:00","T000624","TM000212",15,27.6333333333333,17.7616666666667,0.0115728333333333,777.5,260.166666666667,0.666666666666667,50,954807,680,1,0,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:15:04.440000000","HSRData_TrialMessages_Trial-T000624_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",12000,12635,7901,27464,0,5490,12098,42412,0,849,6879,13952,38320,0,24486,0,0,50,0,50,0,0,1,"T000624","TM000212",0,25004,2,728.666666666667,48.8333333333335,1249,427223,16207,313.416666666667,147.319333333333,0.0794489333333333
"260",16,"00:16:00","T000624","TM000212",16,26.86,14.562,0.005732,802.4,268.8,0,20,1005058,700,0,20,1,2.04,30,"Engineering_Specialist",2,3.5,4.8,0.917,0.306,2.4,1,3.43,30,"Medical_Specialist",1.5,3.5,5.27,0.639,0.284,3.25,1,2.95,30,"Transport_Specialist",2.25,4,4.87,0.806,0.163,2.88,0.575,0.787,0.346,0,0.236,0.251,2.84,30,0.114,1,4.98,0.206,3.67,0,1.92,0.312,0.063,2.81,"E000671","E000664","E000611","0 days 00:16:04.867000000","HSRData_TrialMessages_Trial-T000624_Team-TM000212_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",0,10465,13853,35682,0,929,24251,34820,0,1750,10044,0,48206,0,37829,0,0,20,0,20,1,1,0,"T000624","TM000212",0,21438,2,777.5,24.9,1249,465052,16207,340.276666666667,161.881333333333,0.0851809333333333
"261",4,"00:04:00","T000625","TM000213",4,22.15,16.25,0.008405,558.333333333333,190.666666666667,0.5,50,291545,110,1,0,1,3.76,20,"Engineering_Specialist",1.5,5,5.33,0.806,0.238,3.57,1.5,2.58,30,"Medical_Specialist",2.5,3.5,5.2,0.722,0.223,2.61,1,3.9,40,"Transport_Specialist",2,4,5.8,0.778,0.143,3.24,0.595,0.769,0.399,0.236,0.624,0.201,3.14,30,0.0346,1.17,5.44,0.257,4.17,8.16,2,0.408,0.0416,3.41,"E000697","E000667","E000693","0 days 00:04:01.235000000","HSRData_TrialMessages_Trial-T000625_Team-TM000213_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",9000,21561,7904,21535,0,6683,28818,24499,0,0,23362,22755,13883,0,16418,1877,0,50,0,50,0,0,1,"T000625","TM000213",0,51606,1,507.5,50.8333333333334,1877,16418,0,22.15,16.25,0.008405
"262",5,"00:05:00","T000625","TM000213",5,21.4333333333333,12.46,0.00622576666666667,609.5,205,0.333333333333333,110,351870,220,2,10,1,3.76,20,"Engineering_Specialist",1.5,5,5.33,0.806,0.238,3.57,1.5,2.58,30,"Medical_Specialist",2.5,3.5,5.2,0.722,0.223,2.61,1,3.9,40,"Transport_Specialist",2,4,5.8,0.778,0.143,3.24,0.595,0.769,0.399,0.236,0.624,0.201,3.14,30,0.0346,1.17,5.44,0.257,4.17,8.16,2,0.408,0.0416,3.41,"E000697","E000667","E000693","0 days 00:05:01.585000000","HSRData_TrialMessages_Trial-T000625_Team-TM000213_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",6001,19633,6198,28168,0,527,29545,29928,0,5648,27176,7051,20125,0,16451,522,0,110,0,110,0,1,2,"T000625","TM000213",0,47336,1,558.333333333333,51.1666666666666,2399,32869,0,43.5833333333333,28.71,0.0146307666666667
"263",6,"00:06:00","T000625","TM000213",6,23.3666666666667,16.6333333333333,0.00992716666666667,637.833333333333,214.666666666667,0.333333333333333,50,412044,270,1,0,1,3.76,20,"Engineering_Specialist",1.5,5,5.33,0.806,0.238,3.57,1.5,2.58,30,"Medical_Specialist",2.5,3.5,5.2,0.722,0.223,2.61,1,3.9,40,"Transport_Specialist",2,4,5.8,0.778,0.143,3.24,0.595,0.769,0.399,0.236,0.624,0.201,3.14,30,0.0346,1.17,5.44,0.257,4.17,8.16,2,0.408,0.0416,3.41,"E000697","E000667","E000693","0 days 00:06:01.872000000","HSRData_TrialMessages_Trial-T000625_Team-TM000213_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",6099,20175,5600,28126,0,18391,8101,33508,0,850,12140,5868,41142,0,19076,4181,0,50,0,50,0,0,1,"T000625","TM000213",0,50706,1,609.5,28.3333333333334,6580,51945,0,66.95,45.3433333333333,0.0245579333333333
"264",7,"00:07:00","T000625","TM000213",7,21.8,11.9866666666667,0.00377333333333333,716.166666666667,239.5,0.333333333333333,30,472264,300,0,30,1,3.76,20,"Engineering_Specialist",1.5,5,5.33,0.806,0.238,3.57,1.5,2.58,30,"Medical_Specialist",2.5,3.5,5.2,0.722,0.223,2.61,1,3.9,40,"Transport_Specialist",2,4,5.8,0.778,0.143,3.24,0.595,0.769,0.399,0.236,0.624,0.201,3.14,30,0.0346,1.17,5.44,0.257,4.17,8.16,2,0.408,0.0416,3.41,"E000697","E000667","E000693","0 days 00:07:02.091000000","HSRData_TrialMessages_Trial-T000625_Team-TM000213_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",6044,19771,7554,26631,0,5989,26455,27556,0,3499,15251,6983,34267,0,16642,2527,0,30,0,30,2,1,0,"T000625","TM000213",0,41011,1,637.833333333333,78.3333333333331,9107,68587,0,88.75,57.33,0.0283312666666667
"265",8,"00:08:00","T000625","TM000213",8,22.1,14.4833333333333,0.00579633333333333,770.666666666667,258.5,0.333333333333333,70,532537,370,1,20,1,3.76,20,"Engineering_Specialist",1.5,5,5.33,0.806,0.238,3.57,1.5,2.58,30,"Medical_Specialist",2.5,3.5,5.2,0.722,0.223,2.61,1,3.9,40,"Transport_Specialist",2,4,5.8,0.778,0.143,3.24,0.595,0.769,0.399,0.236,0.624,0.201,3.14,30,0.0346,1.17,5.44,0.257,4.17,8.16,2,0.408,0.0416,3.41,"E000697","E000667","E000693","0 days 00:08:02.300000000","HSRData_TrialMessages_Trial-T000625_Team-TM000213_Member-na_CondBtwn-none_CondWin-na_Vers-6.metadata","asist3",1,"No Advisor","A-B",5999,13515,19206,21280,8206,10658,29071,20271,0,851,19174,14859,25116,0,20679,4956,0,20,0,20,1,1,0,"T000625","TM000213",8206,43347,1,716.166666666667,54.5,14063,89266,8206,110.85,71.8133333333333,0.0341276
