"","minute","time","trial","team","X","process_effort_s","process_skill_use_s","process_workload_burnt","comms_total_words","comms_equity","triage_count","team_score","elapsed_ms","team_score_agg","critic_victim","noncritic_victim","BLUE_anger","BLUE_marking_skill","BLUE_mission_knowledge","BLUE_role","BLUE_anxiety","BLUE_gaming_experience","BLUE_sbsod","BLUE_rmie","BLUE_walking_skill","BLUE_transporting_skill","RED_anger","RED_marking_skill","RED_mission_knowledge","RED_role","RED_anxiety","RED_gaming_experience","RED_sbsod","RED_rmie","RED_walking_skill","RED_transporting_skill","GREEN_anger","GREEN_marking_skill","GREEN_mission_knowledge","GREEN_role","GREEN_anxiety","GREEN_gaming_experience","GREEN_sbsod","GREEN_rmie","GREEN_walking_skill","GREEN_transporting_skill","team_marking_skill_sd","team_rmie_mean","team_transporting_skill_sd","team_anger_sd","team_gaming_experience_sd","team_walking_skill_mean","team_transporting_skill_mean","team_mission_knowledge_mean","team_rmie_sd","team_anger_mean","team_sbsod_mean","team_sbsod_sd","team_gaming_experience_mean","team_mission_knowledge_sd","team_anxiety_mean","team_anxiety_sd","team_walking_skill_sd","team_marking_skill_mean","Blue","Green","Red","time.1","filename","study","condition.id","condition.agent.name","map.order","red_triage_time","red_idle_time","red_transport_time","red_walking_time","red_functional_delay","green_idle_time","green_transport_time","green_walking_time","green_functional_delay","blue_hammer_time","blue_idle_time","blue_transport_time","blue_walking_time","blue_functional_delay","concurrent_activity_time","concurrent_idle_time","red_score","green_score","blue_score","total_score","saved_type_A_victim","saved_type_B_victim","saved_type_C_victim","Trial_number","Team_number","team_functional_delay","team_idle_time","mission","lagcomms","diffcomms","cumidle","cumactive","cumdelay","cumeffort","cumskilluse","cumstrategy"
"1951",4,"00:04:00","T000779","TM000290",4,25.0166666666667,15.1266666666667,0.00870666666666667,461.5,20.9916666666667,0.5,100,291231,110,2,0,1,3.87,130,"Engineering_Specialist",1,4.5,5.6,0.667,0.26,3.52,1,2.3,140,"Medical_Specialist",1.5,4.5,4.8,0.722,0.196,2.88,1,3.73,130,"Transport_Specialist",1,5,6,0.917,0.162,3.88,0.711,0.769,0.41,0,0.236,0.206,3.43,133,0.107,1,5.47,0.499,4.67,4.71,1.17,0.236,0.0406,3.3,"E001067","E001082","E001081","0 days 00:04:00.886000000","HSRData_TrialMessages_Trial-T000779_Team-TM000290_Member-na_CondBtwn-ASI-DOLL-TA1_CondWin-na_Vers-1.metadata","asist3",5,"DOLL","C-D",8371,12945,0,38684,8384,8776,21523,29701,0,7149,15632,0,37219,0,22267,1834,0,100,0,100,0,0,2,"T000779","TM000290",8384,37353,1,370.166666666667,91.3333333333333,1834,22267,8384,25.0166666666667,15.1266666666667,0.00870666666666667
"1952",5,"00:05:00","T000779","TM000290",5,25.5166666666667,14.0218333333333,0.0029491,523.5,37.55,0.166666666666667,150,351365,260,3,0,1,3.87,130,"Engineering_Specialist",1,4.5,5.6,0.667,0.26,3.52,1,2.3,140,"Medical_Specialist",1.5,4.5,4.8,0.722,0.196,2.88,1,3.73,130,"Transport_Specialist",1,5,6,0.917,0.162,3.88,0.711,0.769,0.41,0,0.236,0.206,3.43,133,0.107,1,5.47,0.499,4.67,4.71,1.17,0.236,0.0406,3.3,"E001067","E001082","E001081","0 days 00:05:01.258000000","HSRData_TrialMessages_Trial-T000779_Team-TM000290_Member-na_CondBtwn-ASI-DOLL-TA1_CondWin-na_Vers-1.metadata","asist3",5,"DOLL","C-D",3630,5158,26455,24757,0,409,27086,32505,0,12403,15614,0,31983,0,29217,108,50,100,0,150,0,0,3,"T000779","TM000290",0,21181,1,461.5,62,1942,51484,8384,50.5333333333333,29.1485,0.0116557666666667
"1953",6,"00:06:00","T000779","TM000290",6,24.7333333333333,8.41666666666667,0.00500883333333333,605.166666666667,55.6833333333333,0,0,411606,260,0,0,1,3.87,130,"Engineering_Specialist",1,4.5,5.6,0.667,0.26,3.52,1,2.3,140,"Medical_Specialist",1.5,4.5,4.8,0.722,0.196,2.88,1,3.73,130,"Transport_Specialist",1,5,6,0.917,0.162,3.88,0.711,0.769,0.41,0,0.236,0.206,3.43,133,0.107,1,5.47,0.499,4.67,4.71,1.17,0.236,0.0406,3.3,"E001067","E001082","E001081","0 days 00:06:01.424000000","HSRData_TrialMessages_Trial-T000779_Team-TM000290_Member-na_CondBtwn-ASI-DOLL-TA1_CondWin-na_Vers-1.metadata","asist3",5,"DOLL","C-D",0,7213,0,52787,0,9362,6402,44236,0,5651,11234,0,43115,0,31339,102,0,0,0,0,0,0,0,"T000779","TM000290",0,27809,1,523.5,81.6666666666666,2044,82823,8384,75.2666666666667,37.5651666666667,0.0166646
"1954",7,"00:07:00","T000779","TM000290",7,23.2166666666667,17.1833333333333,0.0234333333333333,662.5,71.8166666666667,0.666666666666667,20,471889,280,0,20,1,3.87,130,"Engineering_Specialist",1,4.5,5.6,0.667,0.26,3.52,1,2.3,140,"Medical_Specialist",1.5,4.5,4.8,0.722,0.196,2.88,1,3.73,130,"Transport_Specialist",1,5,6,0.917,0.162,3.88,0.711,0.769,0.41,0,0.236,0.206,3.43,133,0.107,1,5.47,0.499,4.67,4.71,1.17,0.236,0.0406,3.3,"E001067","E001082","E001081","0 days 00:07:01.702000000","HSRData_TrialMessages_Trial-T000779_Team-TM000290_Member-na_CondBtwn-ASI-DOLL-TA1_CondWin-na_Vers-1.metadata","asist3",5,"DOLL","C-D",12053,14573,7452,25922,0,10329,19055,30616,0,5202,23156,0,31642,0,11027,1940,0,20,0,20,1,1,0,"T000779","TM000290",0,48058,1,605.166666666667,57.3333333333334,3984,93850,8384,98.4833333333333,54.7485,0.0400979333333333
"1955",8,"00:08:00","T000779","TM000290",8,25.3166666666667,18.7866666666667,0.0108783333333333,705.833333333333,82.1,0.333333333333333,10,532098,290,0,10,1,3.87,130,"Engineering_Specialist",1,4.5,5.6,0.667,0.26,3.52,1,2.3,140,"Medical_Specialist",1.5,4.5,4.8,0.722,0.196,2.88,1,3.73,130,"Transport_Specialist",1,5,6,0.917,0.162,3.88,0.711,0.769,0.41,0,0.236,0.206,3.43,133,0.107,1,5.47,0.499,4.67,4.71,1.17,0.236,0.0406,3.3,"E001067","E001082","E001081","0 days 00:08:01.919000000","HSRData_TrialMessages_Trial-T000779_Team-TM000290_Member-na_CondBtwn-ASI-DOLL-TA1_CondWin-na_Vers-1.metadata","asist3",5,"DOLL","C-D",6000,12624,14720,26656,38709,15045,3204,41751,0,7148,18767,0,34085,0,15677,3379,0,10,0,10,0,1,0,"T000779","TM000290",38709,46436,1,662.5,43.3333333333335,7363,109527,47093,123.8,73.5351666666667,0.0509762666666667
"1956",9,"00:09:00","T000779","TM000290",9,20.8333333333333,11.0566666666667,0.00796666666666667,779.166666666667,95.15,0.166666666666667,0,592381,290,0,0,1,3.87,130,"Engineering_Specialist",1,4.5,5.6,0.667,0.26,3.52,1,2.3,140,"Medical_Specialist",1.5,4.5,4.8,0.722,0.196,2.88,1,3.73,130,"Transport_Specialist",1,5,6,0.917,0.162,3.88,0.711,0.769,0.41,0,0.236,0.206,3.43,133,0.107,1,5.47,0.499,4.67,4.71,1.17,0.236,0.0406,3.3,"E001067","E001082","E001081","0 days 00:09:02.187000000","HSRData_TrialMessages_Trial-T000779_Team-TM000290_Member-na_CondBtwn-ASI-DOLL-TA1_CondWin-na_Vers-1.metadata","asist3",5,"DOLL","C-D",2999,17499,10884,28618,8723,20820,0,39180,0,850,22307,0,36843,0,16758,4386,0,0,0,0,0,0,0,"T000779","TM000290",8723,60626,1,705.833333333333,73.333333333333,11749,126285,55816,144.633333333333,84.5918333333333,0.0589429333333333
"1957",10,"00:10:00","T000779","TM000290",10,24.4,18.0666666666667,0.00684833333333333,844.333333333333,91,0.333333333333333,10,652543,300,0,10,1,3.87,130,"Engineering_Specialist",1,4.5,5.6,0.667,0.26,3.52,1,2.3,140,"Medical_Specialist",1.5,4.5,4.8,0.722,0.196,2.88,1,3.73,130,"Transport_Specialist",1,5,6,0.917,0.162,3.88,0.711,0.769,0.41,0,0.236,0.206,3.43,133,0.107,1,5.47,0.499,4.67,4.71,1.17,0.236,0.0406,3.3,"E001067","E001082","E001081","0 days 00:10:02.387000000","HSRData_TrialMessages_Trial-T000779_Team-TM000290_Member-na_CondBtwn-ASI-DOLL-TA1_CondWin-na_Vers-1.metadata","asist3",5,"DOLL","C-D",6000,22542,17069,14389,0,1018,53856,5126,0,1753,13946,0,44301,0,18626,410,0,10,0,10,1,0,0,"T000779","TM000290",0,37506,1,779.166666666667,65.166666666667,12159,144911,55816,169.033333333333,102.6585,0.0657912666666667
"1958",11,"00:11:00","T000779","TM000290",11,25.5333333333333,11.0633333333333,0.0010735,916,94.9,0,70,712817,370,1,20,1,3.87,130,"Engineering_Specialist",1,4.5,5.6,0.667,0.26,3.52,1,2.3,140,"Medical_Specialist",1.5,4.5,4.8,0.722,0.196,2.88,1,3.73,130,"Transport_Specialist",1,5,6,0.917,0.162,3.88,0.711,0.769,0.41,0,0.236,0.206,3.43,133,0.107,1,5.47,0.499,4.67,4.71,1.17,0.236,0.0406,3.3,"E001067","E001082","E001081","0 days 00:11:02.572000000","HSRData_TrialMessages_Trial-T000779_Team-TM000290_Member-na_CondBtwn-ASI-DOLL-TA1_CondWin-na_Vers-1.metadata","asist3",5,"DOLL","C-D",0,6533,1133,52334,0,2550,36725,20725,0,12053,11355,0,36592,0,28411,102,0,70,0,70,1,1,1,"T000779","TM000290",0,20438,1,844.333333333333,71.6666666666665,12261,173322,55816,194.566666666667,113.721833333333,0.0668647666666667
"1959",12,"00:12:00","T000779","TM000290",12,22.95,7.03316666666667,0.0057,984.666666666667,81.6166666666667,0.333333333333333,110,773090,480,2,10,1,3.87,130,"Engineering_Specialist",1,4.5,5.6,0.667,0.26,3.52,1,2.3,140,"Medical_Specialist",1.5,4.5,4.8,0.722,0.196,2.88,1,3.73,130,"Transport_Specialist",1,5,6,0.917,0.162,3.88,0.711,0.769,0.41,0,0.236,0.206,3.43,133,0.107,1,5.47,0.499,4.67,4.71,1.17,0.236,0.0406,3.3,"E001067","E001082","E001081","0 days 00:12:02.819000000","HSRData_TrialMessages_Trial-T000779_Team-TM000290_Member-na_CondBtwn-ASI-DOLL-TA1_CondWin-na_Vers-1.metadata","asist3",5,"DOLL","C-D",6001,9646,4152,40201,0,5641,19989,34370,0,4299,20317,0,35384,0,27910,2567,0,110,0,110,0,1,2,"T000779","TM000290",0,35604,1,916,68.6666666666665,14828,201232,55816,217.516666666667,120.755,0.0725647666666667
"1960",13,"00:13:00","T000779","TM000290",13,22.45,8.07333333333333,0.00588166666666667,1030.33333333333,89.9,0.333333333333333,10,833350,490,0,10,1,3.87,130,"Engineering_Specialist",1,4.5,5.6,0.667,0.26,3.52,1,2.3,140,"Medical_Specialist",1.5,4.5,4.8,0.722,0.196,2.88,1,3.73,130,"Transport_Specialist",1,5,6,0.917,0.162,3.88,0.711,0.769,0.41,0,0.236,0.206,3.43,133,0.107,1,5.47,0.499,4.67,4.71,1.17,0.236,0.0406,3.3,"E001067","E001082","E001081","0 days 00:13:03.181000000","HSRData_TrialMessages_Trial-T000779_Team-TM000290_Member-na_CondBtwn-ASI-DOLL-TA1_CondWin-na_Vers-1.metadata","asist3",5,"DOLL","C-D",6000,13400,8002,32598,0,6119,1568,52313,0,9201,18651,0,32148,0,23358,2545,0,0,0,0,0,0,0,"T000779","TM000290",0,38170,1,984.666666666667,45.6666666666667,17373,224590,55816,239.966666666667,128.828333333333,0.0784464333333333
